Id,Title,Description,Item_Group_Id,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link
QE65QN900ATXXC,QN900A Smart 8K NEO QLED TV 2021,,N900A,in stock,new,5499.99 EUR,3499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65qn900atxxc/gallery/pt-neo-qled-8k-qn900a-qe65qn900atxxc-401641208?$ORIGIN_PNG$,8806092020382,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN900A-Smart-8K-NEO-QLED-TV-2021/p/QE65QN900ATXXC
WD90TA046BX/EP,"WD90TA046BX, M&aacute;q. Lavar e Secar, EcoBubble, 9kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble&trade;. O detergente &eacute; transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",WD90TA046BX,in stock,new,999.90 EUR,759.00 EUR,https://images.samsung.com/is/image/samsung/pt-combo-wd70ta046bx-wd90ta046bx-ep-frontplatinumsilver-319904764?$ORIGIN_PNG$,8806090605192,Produtos | Maquina de roupa | EcoBubble | Produtos | Eletrodomesticos | Maquina de roupa | EcoBubble,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/EcoBubble%E2%84%A2/WD90TA046BX%2C-M%C3%A1q-Lavar-e-Secar%2C-EcoBubble%2C-9kg/p/WD90TA046BX/EP
RB34T672DWW/EF,"RB34T672DWW, Combinado Space Max, 344L, D","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax&trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",RB34T672DWW,preorder,new,769.89 EUR,599.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rb34t672dww-ef/gallery/pt-rb7300t-375523-rb34t672dww-ef-387266668?$ORIGIN_PNG$,8806090562778,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB34T672DWW%2C-Combinado-Space-Max%2C-344L%2C-D/p/RB34T672DWW/EF
RB34T671DS9/EF,"RB34T671DS9, Combinado Space Max 344L, D","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax&trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",RB34T671DS9,in stock,new,839.91 EUR,639.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rb34t671ds9-ef/gallery/pt-rb7300t-372811-rb34t671ds9-ef-375130865?$ORIGIN_PNG$,8806090561528,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB34T671DS9%2C-Combinado-Space-Max-344L%2C-D/p/RB34T671DS9/EF
RB38T676CS9/EF,"RB38T676CS9, Combinado Space Max 390L, C","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax &trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",RB38T676CS9,in stock,new,1079.90 EUR,829.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rb38t676cs9-ef/gallery/pt-rb7300t-366901-rb38t676cs9-ef-362786256?$ORIGIN_PNG$,8806090562136,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB38T676CS9%2C-Combinado-Space-Max-390L%2C-C/p/RB38T676CS9/EF
MG28F303TAK/EC,"MG28F303TAK Micro-ondas com Grill, 28L","Substitua alimentos pr&eacute;-cozinhados por refei&ccedil;&otilde;es caseiras saud&aacute;veis, gra&ccedil;as ao micro-ondas Samsung MG28F303TAK. Com 20 modos de cozedura  predefinidos, pode preparar alimentos frescos em minutos.",MG28F303TAK,in stock,new,199.90 EUR,159.00 EUR,https://images.samsung.com/is/image/samsung/pt-microwave-oven-grill--mg28f303tak-ec-frontblack-217306575?$ORIGIN_PNG$,8806090397318,Produtos | Eletrodomesticos | Encastre,Samsung,https://shop.samsung.com/pt/Comom/MWO-%3A-MicroWaveOven/MG28F303TAK-Micro-ondas-com-Grill%2C-28L/p/MG28F303TAK/EC
WW10T534DAW/S3,"WW10T534DAW, M&aacute;q. Lavar Roupa, Dispensador, 10.5kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble&trade;. O detergente &eacute; transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",WW10T534DAW,in stock,new,769.89 EUR,599.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ww10t534daw-s3/gallery/pt-front-loading-washer-ww10t534daws1-376280-ww10t534daw-s3-391119159?$ORIGIN_PNG$,8806090606250,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/WW10T534DAW%2C-M%C3%A1q-Lavar-Roupa%2C-Dispensador%2C-10-5kg/p/WW10T534DAW/S3
RS68A8822S9/EF,"RS68A8822S9 Side By Side com Sistema Twin Cooling Plus 634L, D",&amp;lt;spam&amp;gt;,RS68A8822S9,in stock,new,1999.89 EUR,1599.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8822s9-ef/gallery/pt-rs8000nc-8-378788-rs68a8822s9-ef-400461923?$ORIGIN_PNG$,8806090798375,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS68A8822S9-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L%2C-D/p/RS68A8822S9/EF
VG-SCFT75BE/XC,Moldura The Frame 75&quot;,,VG-SCFT75,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75be-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75be-xc-404224186?$ORIGIN_PNG$,8806090379956,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75BE/XC
VG-SCFT75BL/XC,Moldura The Frame 75&quot;,,VG-SCFT75,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75bl-xc-404224203?$ORIGIN_PNG$,8806090379857,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75BL/XC
VG-SCFT75BW/XC,Moldura The Frame 75&quot;,,VG-SCFT75,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75bw-xc-404224220?$ORIGIN_PNG$,8806090379963,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75BW/XC
VG-SCFT75WT/XC,Moldura The Frame 75&quot;,,VG-SCFT75,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75wt-xc-404224237?$ORIGIN_PNG$,8806090379970,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75WT/XC
VG-SCFT50BE/XC,Moldura The Frame 50&quot;,,VG-SCFT50,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50be-xc/gallery/pt-customizable-frame-vg-scft-381397-vg-scft50be-xc-409773312?$ORIGIN_PNG$,8806090379796,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-50%22/p/VG-SCFT50BE/XC
VG-SCFT32BE/XC,Moldura The Frame 32&quot;,,VG-SCFT32,in stock,new,79.99 EUR,79.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft32be-xc/gallery/pt-customizable-frame-vg-scft32-vg-scft32be-xc-409849284?$ORIGIN_PNG$,8806090460357,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-32%22/p/VG-SCFT32BE/XC
VG-SCFT43BE/XC,Moldura The Frame 43&quot;,,VG-SCFT43,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43be-xc/gallery/pt-customizable-frame-vg-scft-381394-vg-scft43be-xc-409740213?$ORIGIN_PNG$,8806090379765,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-43%22/p/VG-SCFT43BE/XC
VG-SCFT55BL/XC,Moldura The Frame 55&quot;,,VG-SCFT55,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft55bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft55bl-xc-404224067?$ORIGIN_PNG$,8806090379840,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-55%22/p/VG-SCFT55BL/XC
VG-SCFT50BL/XC,Moldura The Frame 50&quot;,,VG-SCFT50,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50bl-xc-404223999?$ORIGIN_PNG$,8806090379802,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-50%22/p/VG-SCFT50BL/XC
VG-SCFT43BW/XC,Moldura The Frame 43&quot;,,VG-SCFT43,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43bw-xc/gallery/pt-customizable-frame-vg-scft-381394-381394-vg-scft43bw-xc-445674415?$ORIGIN_PNG$,8806090420900,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-43%22/p/VG-SCFT43BW/XC
VG-SCFT43WT/XC,Moldura The Frame 43&quot;,,VG-SCFT43,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43wt-xc/gallery/pt-customizable-frame-vg-scft-381394-381394-vg-scft43wt-xc-445847855?$ORIGIN_PNG$,8806090379789,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-43%22/p/VG-SCFT43WT/XC
VG-SCFT55BW/XC,Moldura The Frame 55&quot;,,VG-SCFT55,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft55bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft55bw-xc-404224084?$ORIGIN_PNG$,8806090379895,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-55%22/p/VG-SCFT55BW/XC
VG-SCFT32WT/XC,Moldura The Frame 32&quot;,,VG-SCFT32,in stock,new,79.99 EUR,79.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft32wt-xc/gallery/pt-customizable-frame-vg-scft32-vg-scft32wt-xc-409849305?$ORIGIN_PNG$,8806090458880,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-32%22/p/VG-SCFT32WT/XC
VG-SCFT50BW/XC,Moldura The Frame 50&quot;,,VG-SCFT50,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50bw-xc-404224016?$ORIGIN_PNG$,8806090379819,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-50%22/p/VG-SCFT50BW/XC
VG-SCFT55WT/XC,Moldura The Frame 55&quot;,,VG-SCFT55,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft55wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft55wt-xc-404224101?$ORIGIN_PNG$,8806090379901,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-55%22/p/VG-SCFT55WT/XC
VG-SCFT50WT/XC,Moldura The Frame 50&quot;,,VG-SCFT50,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50wt-xc-404224033?$ORIGIN_PNG$,8806090379826,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-50%22/p/VG-SCFT50WT/XC
VG-SCFT65BL/XC,Moldura The Frame 65&quot;,,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65bl-xc-404224135?$ORIGIN_PNG$,8806090379925,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-65%22/p/VG-SCFT65BL/XC
VG-SCFT65BE/XC,Moldura The Frame 65&quot;,,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,,8806090379918,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-65%22/p/VG-SCFT65BE/XC
VG-SCFT65BW/XC,Moldura The Frame 65&quot;,,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65bw-xc-404224152?$ORIGIN_PNG$,8806090379932,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-65%22/p/VG-SCFT65BW/XC
VG-SCFT65WT/XC,Moldura The Frame 65&quot;,,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65wt-xc-404224169?$ORIGIN_PNG$,8806090379949,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-65%22/p/VG-SCFT65WT/XC
DV90T5240AN/S3,"DV90T5240AN, Secador de Roupa, 9kg","Secar a roupa passou a ser f&aacute;cil e eficiente com o Controlo IA*. Personaliza a secagem memorizando os seus h&aacute;bitos, sugerindo ciclos e mostrando informa&ccedil;&atilde;o atempada. A app SmartThings** d&aacute;-lhe conselhos sobre ciclos, planeamento e resolu&ccedil;&atilde;o de problemas. E seleciona o ciclo de secagem mais adequado para o ciclo de lavagem***.
",DV90T5240AN,in stock,new,999.90 EUR,799.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/dv90t5240an-s3/gallery/pt-dryer-dv90t5240aws3-381920-dv90t5240an-s3-412768758?$ORIGIN_PNG$,8806092076310,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/DV90T5240AN%2C-Secador-de-Roupa%2C-9kg/p/DV90T5240AN/S3
LC27G55TQWRXEN,Monitor Odyssey G5 LC27G55TQWRXEN,,G55T,in stock,new,299.00 EUR,249.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/lc27g55tqwrxen/gallery/pt-odyssey-g5-g55t-385172-lc27g55tqwrxen-427019919?$ORIGIN_PNG$,8806092005686,Produtos | Monitores | Monitores Gaming | Produtos | IT | Monitores | Monitores Gaming,Samsung,https://shop.samsung.com/pt/Comom/Monitor/Monitor-Odyssey-G5-LC27G55TQWRXEN/p/LC27G55TQWRXEN
UE55TU7025KXXC,TU7025 Smart 4K Crystal UHD TV,,TU7025,in stock,new,599.99 EUR,469.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ue55tu7025kxxc/gallery/pt-uhd-tu7020-ue55tu7025kxxc-426321003?$ORIGIN_PNG$,8806090325823,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Crystal-UHD/TU7025-Smart-4K-Crystal-UHD-TV/p/UE55TU7025KXXC
RB36T672CWW/EF,"RB36T672CWW, Combinado Space Max, 365L, C","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax &trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",RB36T672CWW,in stock,new,914.90 EUR,729.00 EUR,https://images.samsung.com/is/image/samsung/pt-rb36t672cww-rb36t672cww-ef-frontwhite-319904835?$ORIGIN_PNG$,8806090562952,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB36T672CWW%2C-Combinado-Space-Max%2C-365L%2C-C/p/RB36T672CWW/EF
DV80TA020AX/EP,"DV80TA020AX, Secador de Roupa, 8kg","Mantenha a roupa sem vincos e sem passar a ferro. Escolha a op&ccedil;&atilde;o Preven&ccedil;&atilde;o de Vincos e quando o ciclo termina, o tambor roda de forma intermitente sem calor at&eacute; 180 minutos. Evita que as roupas enquanto est&atilde;o quentes fiquem na mesma posi&ccedil;&atilde;o durante muito tempo, n&atilde;o se formando vincos nos tecidos.",DV80TA020AX,in stock,new,819.91 EUR,659.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/dv80ta020ax-ep/gallery/pt-dryer-dv90ta240aeet-382722-dv80ta020ax-ep-416551150?$ORIGIN_PNG$,8806092080287,,Samsung,https://shop.samsung.com/pt/Products/Home-Appliances/DV80TA020AX%2C-Secador-de-Roupa%2C-8kg/p/DV80TA020AX/EP
RS68A8522S9/EF,"RS68A8522S9 Side By Side com Sistema Twin Cooling Plus 634L, D",&amp;lt;spam&amp;gt;,RS68A8522S9,in stock,new,2099.91 EUR,1649.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8522s9-ef/gallery/pt-rs8000nc-8-383621-rs68a8522s9-ef-419834770?$ORIGIN_PNG$,8806090805349,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS68A8522S9-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L%2C-D/p/RS68A8522S9/EF
RS68A8531SL/EF,"RS68A8531SL Side By Side com Sistema Twin Cooling Plus 634L, E",&amp;lt;spam&amp;gt;,RS68A8531SL,in stock,new,1799.90 EUR,1459.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8531sl-ef/gallery/pt-rs8000nc-8-383522-rs68a8531sl-ef-419185872?$ORIGIN_PNG$,8806090805400,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS68A8531SL-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L%2C-E/p/RS68A8531SL/EF
QE65Q80AATXXC,Q80A Smart 4K QLED TV 2021,Deixe-se rodear pelo som da TV e da Soundbar sincronizadas em harmonia. A tecnologia Q-Symphony permite que a TV e Soundbar funcionem em simult&acirc;neo para um efeito de som mais envolvente sem que o da primeira seja desligado.,Q80A,in stock,new,1999.99 EUR,1199.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q80aatxxc/gallery/pt-qled-tv-qe65q80aatxxc-front-silver-457243170?$ORIGIN_PNG$,8806092017993,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/QLED-TV/Q80A-Smart-4K-QLED-TV-2021/p/QE65Q80AATXXC
RS67A8811S9/EF,"RS67A8811S9 Side By Side com Sistema Twin Cooling Plus 634L, E",&amp;lt;SPAM&amp;gt;,RS67A8811S9,in stock,new,1569.90 EUR,1229.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs67a8811s9-ef/gallery/pt-rs8000nc-7-383602-rs67a8811s9-ef-419798807?$ORIGIN_PNG$,8806090805288,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS67A8811S9-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L%2C-E/p/RS67A8811S9/EF
RS68A8821B1/EF,RS68A8821B1 Side By Side com Sistema Twin Cooling Plus 634L. E,&amp;lt;spam&amp;gt;,RS68A8821B1,in stock,new,1779.90 EUR,1399.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8821b1-ef/gallery/pt-rs8000nc-8-378699-rs68a8821b1-ef-400372413?$ORIGIN_PNG$,8806090805462,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS68A8821B1-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L-E/p/RS68A8821B1/EF
QE75Q80AATXXC,Q80A Smart 4K QLED TV 2021,Deixe-se rodear pelo som da TV e da Soundbar sincronizadas em harmonia. A tecnologia Q-Symphony permite que a TV e Soundbar funcionem em simult&acirc;neo para um efeito de som mais envolvente sem que o da primeira seja desligado.,Q80A,in stock,new,2999.99 EUR,1799.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q80aatxxc/gallery/pt-qled-tv-qe75q80aatxxc-front-silver-460599733?$ORIGIN_PNG$,8806092018006,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/QLED-TV/Q80A-Smart-4K-QLED-TV-2021/p/QE75Q80AATXXC
RS67A8810S9/EF,"RS67A8810S9 Side By Side com Sistema Twin Cooling Plus 634L, F",&amp;lt;SPAM&amp;gt;,RS67A8810S9,in stock,new,1439.90 EUR,1159.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs67a8810s9-ef/gallery/pt-rs8000nc-7-rs67a8810s9-ef-400373339?$ORIGIN_PNG$,8806090805219,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS67A8810S9-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L%2C-F/p/RS67A8810S9/EF
QE75Q70AATXXC,Q70A Smart 4K QLED TV 2021,"Esta tecnologia de retroilumina&ccedil;&atilde;o inovadora oferece um contraste mais n&iacute;tido e preciso, ao aproximar o tom da retroilumina&ccedil;&atilde;o da forma mais fiel poss&iacute;vel aos tons reais do conte&uacute;do.",Q70A,in stock,new,2349.99 EUR,1599.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q70aatxxc/gallery/pt-qled-tv-qe75q70aatxxc-front-gray-457249307?$ORIGIN_PNG$,8806092050518,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/QLED-TV/Q70A-Smart-4K-QLED-TV-2021/p/QE75Q70AATXXC
QE65Q70AATXXC,Q70A Smart 4K QLED TV 2021,"Esta tecnologia de retroilumina&ccedil;&atilde;o inovadora oferece um contraste mais n&iacute;tido e preciso, ao aproximar o tom da retroilumina&ccedil;&atilde;o da forma mais fiel poss&iacute;vel aos tons reais do conte&uacute;do.",Q70A,in stock,new,1650.00 EUR,999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q70aatxxc/gallery/pt-qled-tv-qe65q70aatxxc-front-gray-457249087?$ORIGIN_PNG$,8806092050648,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/QLED-TV/Q70A-Smart-4K-QLED-TV-2021/p/QE65Q70AATXXC
VS15A6032R5/EP,VS15A6032R5 Aspirador Vertical,&amp;lt;spam&amp;gt;,VS15A6032R5,in stock,new,349.00 EUR,269.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vs15a6032r5-ep/gallery/pt-vc-stick-vs6700-383582-vs15a6032r5-ep-419691029?$ORIGIN_PNG$,8806092223769,Produtos | Aspirador | Aspirador Vertical | Produtos | Eletrodomesticos | Aspirador | Aspirador Vertical,Samsung,https://shop.samsung.com/pt/Products/Vacuum-Cleaner/Aspirador-Vertical/VS15A6032R5-Aspirador-Vertical/p/VS15A6032R5/EP
QE50Q60AAUXXC,Q60A Smart 4K QLED TV 2021,"Entre mais rapidamente no jogo gra&ccedil;as ao ALLM, que otimiza o seu ecr&atilde; para que possa ter maior controlo com um input lag quase impercet&iacute;vel. Uma experi&ecirc;ncia de jogo fluida e impressionante, sem desfoque de movimento ou trepida&ccedil;&atilde;o.",Q60A,in stock,new,949.99 EUR,579.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50q60aauxxc/gallery/pt-qled-tv-qe50q60aauxxc-front-black-456962914?$ORIGIN_PNG$,8806090985546,Produtos | TV | QLED TV,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/Q60A-Smart-4K-QLED-TV-2021/p/QE50Q60AAUXXC
