reference,upc_ean,designation,description,product_url,image_url,brand,condition,availability,regular_price,current_price,category,stock,norma_shipping_cost
MZ-76P1T0B/EU,8801643119225,SSD 860 PRO SATA III 2.5 Polegadas 1TB ,"O SSD 860 PRO é garante de fiabilidade, líder no seu mercado. Alimentado pela tecnologia V-NAND e por um controlador baseado num algoritmo robusto, lida agilmente com cargas de trabalho elevadas, seja em PCs de última geração, estações de trabalho ou NAS (Network Attached Systems), assegurando a confiança de jogadores, equipas de IT ou profissionais criativos.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730896;331588426;s?https://www.samsung.com/pt/memory-storage/sata-ssd/ssd-860-pro-sata-3-2-5-inch-1tb-mz-76p1t0b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-860-pro-sata-iii-2.5--1tb-preto-1-tb-mz-76p1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-860-pro-sata-3-2-5-inch-ssd-mz-76p1t0b-eu-frontblack-141468647?$320_320_PNG$,Samsung,new,out of stock,224.57 EUR,224.57 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-76P512B/EU,8801643119072,SSD 860 PRO SATA III 2.5 Polegadas 512GB ,"O SSD 860 PRO é garante de fiabilidade, líder no seu mercado. Alimentado pela tecnologia V-NAND e por um controlador baseado num algoritmo robusto, lida agilmente com cargas de trabalho elevadas, seja em PCs de última geração, estações de trabalho ou NAS (Network Attached Systems), assegurando a confiança de jogadores, equipas de IT ou profissionais criativos.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730893;331588423;m?https://www.samsung.com/pt/memory-storage/sata-ssd/ssd-860-pro-sata-3-2-5-inch-512gb-mz-76p512b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-860-pro-sata-iii-2.5--512gb-preto-512-gb-mz-76p512b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-860-pro-sata-3-2-5-inch-ssd-mz-76p512b-eu-frontblack-141468723?$320_320_PNG$,Samsung,new,out of stock,112.28 EUR,112.28 EUR,Produtos | IT | Armazenamento,,0.0 EUR
UE43AU9005KXXC,8806092281592,AU9005 Smart 4K Crystal UHD TV 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730890;331588420;g?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-43-inch-ue43au9005kxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-au9005-smart-4k-crystal-uhd-2021-black-43-black-43-ue43au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/ue43au9005kxxc/gallery/pt-uhd-4k-tv-ue43au9005kxxc-front-black-458070462?$320_320_PNG$,Samsung,new,in stock,599.99 EUR,499.99 EUR,Produtos | TV | Crystal UHD,,0.0 EUR
UE50AU9005KXXC,8806092281608,AU9005 Smart 4K Crystal UHD TV 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730887;331588417;s?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-50-inch-ue50au9005kxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-au9005-smart-4k-crystal-uhd-2021-black-50-black-50-ue50au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/ue50au9005kxxc/gallery/pt-uhd-4k-tv-ue50au9005kxxc-front-black-503517684?$320_320_PNG$,Samsung,new,in stock,749.99 EUR,519.99 EUR,Produtos | TV | Crystal UHD,,0.0 EUR
MZ-77Q2T0BW,8806090396007,SSD 870 QVO SATA III 2.5 inch,"O 870 QVO é o mais recente da 2.ª geração Samsung. O maior dentro do seu género, conta com QLC SSD e  até 8 TB de armazenamento. Um upgrade incrível para quem usa o computador todos os dias e quer melhorar o seu PC de secretária ou portátil, pondo-lhe o maior armazenamento disponível no mercado e sem comprometer o desempenho.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730884;331588414;m?https://www.samsung.com/pt/memory-storage/sata-ssd/870-qvo-2tb-sata-3-2-5-ssd-mz-77q2t0bw/?cid=pt_pd_affiliate_kuantokusta_ssd-870-qvo-sata-iii-2.5-inch-black-2-tb-mz-77q2t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77q2t0bw/gallery/pt-870-qvo-sata-3-2-5-ssd-mz-77q2t0bw-420337639?$320_320_PNG$,Samsung,new,in stock,192.05 EUR,192.05 EUR,Produtos | IT | Armazenamento,,0.0 EUR
UE55AU9005KXXC,8806092281585,AU9005 Smart 4K Crystal UHD TV 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730881;331588411;g?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-55-inch-ue55au9005kxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-au9005-smart-4k-crystal-uhd-2021-black-55-black-55-ue55au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/ue55au9005kxxc/gallery/pt-uhd-4k-tv-ue55au9005kxxc-ue--au----uxxc-458070624?$320_320_PNG$,Samsung,new,in stock,849.99 EUR,599.99 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
MZ-76P256B/EU,8801643120498,SSD 860 PRO SATA III 2.5 Polegadas 256GB ,"O SSD 860 PRO é garante de fiabilidade, líder no seu mercado. Alimentado pela tecnologia V-NAND e por um controlador baseado num algoritmo robusto, lida agilmente com cargas de trabalho elevadas, seja em PCs de última geração, estações de trabalho ou NAS (Network Attached Systems), assegurando a confiança de jogadores, equipas de IT ou profissionais criativos.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730878;331588408;s?https://www.samsung.com/pt/memory-storage/sata-ssd/ssd-860-pro-sata-3-2-5-inch-256gb-mz-76p256b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-860-pro-sata-iii-2.5--256gb-preto-256-gb-mz-76p256b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-860-pro-sata-3-2-5-inch-ssd-mz-76p256b-eu-frontblack-141468666?$320_320_PNG$,Samsung,new,out of stock,83.52 EUR,83.52 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-77E500B/EU,8806090545924,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consistência. Dá resposta às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730875;331588405;m?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-500gb-sata-3-2-5-ssd-mz-77e500b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-870-evo-sata-iii--preto-500-gb-mz-77e500b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e500b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e500b-eu-407733943?$320_320_PNG$,Samsung,new,out of stock,69.81 EUR,69.81 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-77Q4T0BW,8806090396021,SSD 870 QVO SATA III 2.5 inch,"O 870 QVO é o mais recente da 2.ª geração Samsung. O maior dentro do seu género, conta com QLC SSD e  até 8 TB de armazenamento. Um upgrade incrível para quem usa o computador todos os dias e quer melhorar o seu PC de secretária ou portátil, pondo-lhe o maior armazenamento disponível no mercado e sem comprometer o desempenho.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730872;331588402;g?https://www.samsung.com/pt/memory-storage/sata-ssd/870-qvo-4tb-sata-3-2-5-ssd-mz-77q4t0bw/?cid=pt_pd_affiliate_kuantokusta_ssd-870-qvo-sata-iii-2.5-inch-black-4-tb-mz-77q4t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77q4t0bw/gallery/pt-870-qvo-sata-3-2-5-ssd-mz-77q4t0bw-420337658?$320_320_PNG$,Samsung,new,in stock,394.13 EUR,373.49 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-77E2T0B/EU,8806090545900,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consistência. Dá resposta às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730869;331588399;b?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-2tb-sata-3-2-5-ssd-mz-77e2t0b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-870-evo-sata-iii--preto-2-tb-mz-77e2t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e2t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e2t0b-eu-407733877?$320_320_PNG$,Samsung,new,in stock,247.44 EUR,247.44 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-V7P512BW,8801643205355,SSD 970 PRO 512GB,"Experimente o melhor. Para cargas de trabalho intensivas em computadores e estações de trabalho, o SSD 970 PRO oferece um desempenho máximo possibilitado pela liderança da Samsung em NVDeeamp;lt;smalleamp;gt;eamp;lt;supeamp;gt;TMeamp;lt;/supeamp;gt; eamp;lt;/smalleamp;gt; SSD. A mais recente tecnologia V-NAND e o novo controlador Phoenix no formato compacto M.2 (2280) superam as exigências dos entusiastas e profissionais de tecnologia.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730866;331588396;v?https://www.samsung.com/pt/memory-storage/nvme-ssd/970-pro-nvme-m-2-ssd-512gb-mz-v7p512bw/?cid=pt_pd_affiliate_kuantokusta_ssd-970-pro-512gb-preto-512-gb-mz-v7p512bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-970-pro-nvme-m2-ssd--mz-v7p512bw-frontblack-141468917?$320_320_PNG$,Samsung,new,in stock,148.92 EUR,148.92 EUR,Produtos | IT | Armazenamento,,0.0 EUR
UE65AU9005KXXC,8806092281615,AU9005 Smart 4K Crystal UHD TV 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730863;331588393;p?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-65-inch-ue65au9005kxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-au9005-smart-4k-crystal-uhd-2021-black-65-black-65-ue65au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/ue65au9005kxxc/gallery/pt-uhd-4k-tv-ue65au9005kxxc-ue--au----uxxc-458070737?$320_320_PNG$,Samsung,new,in stock,1199.99 EUR,799.99 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
UE75AU9005KXXC,8806092281622,AU9005 Smart 4K Crystal UHD TV 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730860;331588390;j?https://www.samsung.com/pt/tvs/uhd-4k-tv/smart-4k-crystal-75-inch-ue75au9005kxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-au9005-smart-4k-crystal-uhd-2021-black-75-black-75-ue75au9005kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/ue75au9005kxxc/gallery/pt-uhd-4k-tv-ue75au9005kxxc-ue--au----uxxc-458071671?$320_320_PNG$,Samsung,new,in stock,1700.00 EUR,1099.00 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
QE50QN90AATXXC,8806092017245,QN90A Smart 4K NEO QLED TV 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730857;331588387;v?https://www.samsung.com/pt/tvs/qled-tv/qn90a-50-inch-neo-qled-4k-smart-tv-qe50qn90aatxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-qn90a-smart-4k-neo-qled-2021-black-50-black-50-qe50qn90aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50qn90aatxxc/gallery/pt-neo-qled-qn90a-392154-qe50qn90aatxxc-457944286?$320_320_PNG$,Samsung,new,in stock,1799.99 EUR,999.99 EUR,Produtos | TV | Neo QLED,,0.0 EUR
MZ-77E250B/EU,8806090545931,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consistência. Dá resposta às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730854;331588384;p?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-250gb-sata-3-2-5-ssd-mz-77e250b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-870-evo-sata-iii--preto-250-gb-mz-77e250b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e250b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e250b-eu-407733850?$320_320_PNG$,Samsung,new,in stock,52.23 EUR,52.23 EUR,Produtos | IT | Armazenamento,,0.0 EUR
LC27G75TQSRXEN,8806092001992,Monitor Gaming Odyssey G7,,<![CDATA[https://www.samsung.com/pt/monitors/gaming/odyssey-g7-27-inch-240hz-1ms-curved-lc27g75tqsrxen/?cid=pt_pd_affiliate_kuantokusta_monitor-gaming-odyssey-g7-lc27g75tqsrxen_ongoing_it-monitor-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/lc27g75tqsrxen/gallery/pt-odyssey-g7-c27g75t-lc27g75tqsrxen-444450332?$320_320_PNG$,Samsung,new,preorder,649.00 EUR,449.00 EUR,Produtos | Monitores | Monitores Gaming | Produtos | IT | Monitores | Monitores Gaming,,0.0 EUR
MZ-77E1T0B/EU,8806090545917,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consistência. Dá resposta às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730851;331588381;j?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-1tb-sata-3-2-5-ssd-mz-77e1t0b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-870-evo-sata-iii--preto-1-tb-mz-77e1t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e1t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e1t0b-eu-407733823?$320_320_PNG$,Samsung,new,in stock,127.24 EUR,127.24 EUR,Produtos | IT | Armazenamento,,0.0 EUR
QE50LS03AAUXXC,8806092150829,The Frame QLED 4K 2021,"Componha a sua própria coleção de arte, a partir de uma biblioteca com mais de 1.400 obras de arte provenientes de instituições de renome. Clássicos conceituados, obras modernas e ainda fotografias impressionantes, a Art Store dá-lhe acesso ilimitado a uma grande variedade de conteúdo.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730848;331588378;v?https://www.samsung.com/pt/lifestyle-tvs/the-frame/ls03a-50-inch-the-frame-art-mode-4k-smart-tv-black-qe50ls03aauxxc/?cid=pt_pd_affiliate_kuantokusta_televisao-the-frame-qled-4k-2021-preto-50-preto-50-qe50ls03aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50ls03aauxxc/gallery/pt-the-frame-qe50ls03aauxxc-front-black-457393849?$320_320_PNG$,Samsung,new,in stock,1249.99 EUR,899.99 EUR,Produtos | TV | The Frame | Produtos | TV | Lifestyle TV | The Frame,,0.0 EUR
SP-LSP9TFAXXC,8806090682438,130'' Projetor Smart Triple Laser 4K LSP9T The Premiere 2021,"O FILMMAKER MODE™ é o primeiro deste tipo, a nível mundial, num projetor. Permitindo-lhe ver o filme tal como o realizador queria.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730845;331588375;p?https://www.samsung.com/pt/projectors/the-premiere/the-premiere-smart-4k-uhd--ultra-short-throw-triple-laser-projector-lsp9t-sp-lsp9tfaxxc/?cid=pt_pd_affiliate_kuantokusta_130-projetor-smart-triple-laser-4k-lsp9t-the-premiere-2021-white-white-sp-lsp9tfaxxc_ongoing_vd-projector-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/sp-lsp9tfaxxc/gallery/pt-the-premiere-lsp9t-sp-lsp9tfaxxc-419035785?$320_320_PNG$,Samsung,new,in stock,7999.99 EUR,7999.99 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
MZ-77Q1T0BW,8806090396038,SSD 870 QVO SATA III 2.5 inch,"O 870 QVO é o mais recente da 2.ª geração Samsung. O maior dentro do seu género, conta com QLC SSD e  até 8 TB de armazenamento. Um upgrade incrível para quem usa o computador todos os dias e quer melhorar o seu PC de secretária ou portátil, pondo-lhe o maior armazenamento disponível no mercado e sem comprometer o desempenho.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730842;331588372;j?https://www.samsung.com/pt/memory-storage/sata-ssd/870-qvo-1tb-sata-3-2-5-ssd-mz-77q1t0bw/?cid=pt_pd_affiliate_kuantokusta_ssd-870-qvo-sata-iii-2.5-inch-black-1-tb-mz-77q1t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77q1t0bw/gallery/pt-870-qvo-sata-3-2-5-ssd-mz-77q1t0bw-420337620?$320_320_PNG$,Samsung,new,in stock,101.27 EUR,101.27 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-77E4T0B/EU,8806090545894,SSD 870 EVO SATA III  ,"Chegou o modelo mais recente de uma das séries de SSD mais vendidas no mundo. O SSD Samsung 870 EVO conta com a tecnologia SSD pioneira da Samsung, um melhor desempenho e consistência. Dá resposta às necessidades de todo o tipo de utilizadores - desde utilizadores diários a criadores de conteúdo e técnicos de informática.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730839;331588369;v?https://www.samsung.com/pt/memory-storage/sata-ssd/870-evo-4tb-sata-3-2-5-ssd-mz-77e4t0b-eu/?cid=pt_pd_affiliate_kuantokusta_ssd-870-evo-sata-iii--preto-4-tb-mz-77e4t0b-eu_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-77e4t0b-eu/gallery/pt-870-evo-sata-3-2-5-ssd-mz-77e4t0b-eu-407733904?$320_320_PNG$,Samsung,new,in stock,476.66 EUR,476.66 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-V7P1T0BW,8801643205379,SSD 970 PRO 1TB ,"Experimente o melhor. Para cargas de trabalho intensivas em computadores e estações de trabalho, o SSD 970 PRO oferece um desempenho máximo possibilitado pela liderança da Samsung em NVDeeamp;lt;smalleamp;gt;eamp;lt;supeamp;gt;TMeamp;lt;/supeamp;gt; eamp;lt;/smalleamp;gt; SSD. A mais recente tecnologia V-NAND e o novo controlador Phoenix no formato compacto M.2 (2280) superam as exigências dos entusiastas e profissionais de tecnologia.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730836;331588366;p?https://www.samsung.com/pt/memory-storage/nvme-ssd/970-pro-nvme-m-2-ssd-1tb-mz-v7p1t0bw/?cid=pt_pd_affiliate_kuantokusta_ssd-970-pro-1tb-preto-1-tb-mz-v7p1t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-970-pro-nvme-m2-ssd--mz-v7p1t0bw-frontblack-141468900?$320_320_PNG$,Samsung,new,in stock,266.52 EUR,266.52 EUR,Produtos | IT | Armazenamento,,0.0 EUR
RF65A967FSL/ES,8806092094819,"RF65A967FSL Frigorífico 4Portas com sistema Triple Cooling, 647L",eamp;lt;spameamp;gt;,"<![CDATA[https://ad.doubleclick.net/ddm/clk/523730833;331588363;j?https://www.samsung.com/pt/refrigerators/multi-door/rf9000ac-bsc-fdr-with-beverage-center-647l-silver-rf65a967fsl-es/?cid=pt_pd_affiliate_kuantokusta_rf65a967fsl-frigorifico-4portas-com-sistema-triple-cooling,-647l-rf65a967fsl-es_ongoing_none-none-automatic-feed_pla_none_none]]>",https://images.samsung.com/is/image/samsung/p6pim/pt/rf65a967fsl-es/gallery/pt-rf9000ac-bsc-french-door-refrigerator-with-beverage-center-rf65a967fsl-es-425645516?$320_320_PNG$,Samsung,new,in stock,3199.89 EUR,2499.00 EUR,Produtos | Frigorificos | Produtos | Eletrodomesticos | Frigorificos,,0.0 EUR
MZ-V8V500BW,8806090572227,980 PCIe 3.0 NVMe ™  M.2 SSD,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 é a escolha certa. Conseguindo um desempenho excecional, graças à interface NVMeeamp;lt;smalleamp;gt;eamp;lt;supeamp;gt;TMeamp;lt;/supeamp;gt; eamp;lt;/smalleamp;gt;  e à tecnologia Pcle 3.0.E24",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730830;331588360;d?https://www.samsung.com/pt/memory-storage/nvme-ssd/980-500gb-nvme-pcie-gen-3-mz-v8v500bw/?cid=pt_pd_affiliate_kuantokusta_ssd-980-pcie-3.0-nvme-m.2-preto-500-gb-mz-v8v500bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v500bw/gallery/pt-980-nvme-m2-ssd-mz-v8v500bw-407768918?$320_320_PNG$,Samsung,new,in stock,66.64 EUR,66.64 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-V8V250BW,8806090572234,980 PCIe 3.0 NVMe ™  M.2 SSD,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 é a escolha certa. Conseguindo um desempenho excecional, graças à interface NVMeeamp;lt;smalleamp;gt;eamp;lt;supeamp;gt;TMeamp;lt;/supeamp;gt; eamp;lt;/smalleamp;gt;  e à tecnologia Pcle 3.0.E24",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730827;331588357;p?https://www.samsung.com/pt/memory-storage/nvme-ssd/980-250gb-nvme-pcie-gen-3-mz-v8v250bw/?cid=pt_pd_affiliate_kuantokusta_ssd-980-pcie-3.0-nvme-m.2-preto-250-gb-mz-v8v250bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v250bw/gallery/pt-980-nvme-m2-ssd-mz-v8v250bw-407768891?$320_320_PNG$,Samsung,new,in stock,49.80 EUR,49.80 EUR,Produtos | IT | Armazenamento,,0.0 EUR
SP-LSP7TFAXXC,8806090588174,120'' Projetor a Laser Smart 4K LSP7T The Premiere 2021,,<![CDATA[https://ad.doubleclick.net/ddm/clk/523730824;331588354;j?https://www.samsung.com/pt/projectors/the-premiere/the-premiere-smart-4k-uhd-ultra-short-throw-laser-projector-lsp7t-sp-lsp7tfaxxc/?cid=pt_pd_affiliate_kuantokusta_120-projetor-a-laser-smart-4k-lsp7t-the-premiere-2021-white-white-sp-lsp7tfaxxc_ongoing_vd-projector-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/sp-lsp7tfaxxc/gallery/pt-the-premiere-lsp7t-sp-lsp7tfaxxc-419036025?$320_320_PNG$,Samsung,new,in stock,4499.99 EUR,4499.99 EUR,Produtos | TV | PROMO ELEVEN,,0.0 EUR
MU-PC1T0K/WW,8806090195297,SSD Portátil T7 Touch,"Quer guarde jogos, filmes ou documentos de trabalho sensíveis, o SSD Portátil T7 Touch tem a velocidade e a segurança que precisa num formato compacto. Experiencie o próximo nível do armazenamento externo.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730821;331588351;d?https://www.samsung.com/pt/memory-storage/portable-ssd/portable-ssd-t7-touch-1tb-black-mu-pc1t0k-ww/?cid=pt_pd_affiliate_kuantokusta_ssd-portatil-t7-touch-black-1-tb-mu-pc1t0k-ww_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc1t0k-ww-frontblack-211484064?$320_320_PNG$,Samsung,new,in stock,143.77 EUR,143.77 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MZ-V8V1T0BW,8806090572210,980 PCIe 3.0 NVMe ™  M.2 SSD,"Tire maior partido do seu PC com o SSD 980. Quer precise de um boost enquanto joga ou de trabalhar imagens pesadas, o SSD 980 é a escolha certa. Conseguindo um desempenho excecional, graças à interface NVMeeamp;lt;smalleamp;gt;eamp;lt;supeamp;gt;TMeamp;lt;/supeamp;gt; eamp;lt;/smalleamp;gt;  e à tecnologia Pcle 3.0.E24",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730818;331588348;p?https://www.samsung.com/pt/memory-storage/nvme-ssd/980-1tb-nvme-pcie-gen-3-mz-v8v1t0bw/?cid=pt_pd_affiliate_kuantokusta_ssd-980-pcie-3.0-nvme-m.2-preto-1-tb-mz-v8v1t0bw_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/p6pim/pt/mz-v8v1t0bw/gallery/pt-980-nvme-m2-ssd-mz-v8v1t0bw-407768866?$320_320_PNG$,Samsung,new,in stock,123.39 EUR,123.39 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MU-PC500K/WW,8806090195280,SSD Portátil T7 Touch,"Quer guarde jogos, filmes ou documentos de trabalho sensíveis, o SSD Portátil T7 Touch tem a velocidade e a segurança que precisa num formato compacto. Experiencie o próximo nível do armazenamento externo.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730815;331588345;j?https://www.samsung.com/pt/memory-storage/portable-ssd/portable-ssd-t7-touch-500gb-black-mu-pc500k-ww/?cid=pt_pd_affiliate_kuantokusta_ssd-portatil-t7-touch-black-500-gb-mu-pc500k-ww_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc500k-ww-frontblack-211484138?$320_320_PNG$,Samsung,new,in stock,83.64 EUR,83.64 EUR,Produtos | IT | Armazenamento,,0.0 EUR
MU-PC2T0K/WW,8806090195303,SSD Portátil T7 Touch,"Quer guarde jogos, filmes ou documentos de trabalho sensíveis, o SSD Portátil T7 Touch tem a velocidade e a segurança que precisa num formato compacto. Experiencie o próximo nível do armazenamento externo.",<![CDATA[https://ad.doubleclick.net/ddm/clk/523730812;331588342;d?https://www.samsung.com/pt/memory-storage/portable-ssd/portable-ssd-t7-touch-2tb-black-mu-pc2t0k-ww/?cid=pt_pd_affiliate_kuantokusta_ssd-portatil-t7-touch-black-2-tb-mu-pc2t0k-ww_ongoing_it-memory-automatic-feed_pla_none_none]]>,https://images.samsung.com/is/image/samsung/pt-portable-ssd-t7-touch-mu-pc2t0k-ww-frontblack-211484101?$320_320_PNG$,Samsung,new,in stock,270.07 EUR,270.07 EUR,Produtos | IT | Armazenamento,,0.0 EUR
